quarter,topic,count,total,share
2021Q2,28,1,335,0.0029850746268656717
2021Q2,29,1,335,0.0029850746268656717
2021Q2,30,3,335,0.008955223880597015
2021Q2,31,4,335,0.011940298507462687
2021Q2,32,7,335,0.020895522388059702
2021Q2,33,6,335,0.01791044776119403
2021Q2,34,6,335,0.01791044776119403
2021Q2,35,5,335,0.014925373134328358
2021Q2,36,1,335,0.0029850746268656717
2021Q2,37,2,335,0.005970149253731343
2021Q2,38,6,335,0.01791044776119403
2021Q2,39,2,335,0.005970149253731343
2021Q2,40,7,335,0.020895522388059702
2021Q2,41,8,335,0.023880597014925373
2021Q2,42,8,335,0.023880597014925373
2021Q2,43,1,335,0.0029850746268656717
2021Q2,44,1,335,0.0029850746268656717
2021Q2,45,1,335,0.0029850746268656717
2021Q3,0,20,354,0.05649717514124294
2021Q3,1,22,354,0.062146892655367235
2021Q3,2,9,354,0.025423728813559324
2021Q3,3,17,354,0.0480225988700565
2021Q3,4,19,354,0.05367231638418079
2021Q3,5,3,354,0.00847457627118644
2021Q3,6,10,354,0.02824858757062147
2021Q3,7,13,354,0.03672316384180791
2021Q3,8,5,354,0.014124293785310734
2021Q3,9,15,354,0.0423728813559322
2021Q3,10,8,354,0.022598870056497175
2021Q3,11,2,354,0.005649717514124294
2021Q3,12,13,354,0.03672316384180791
2021Q3,13,11,354,0.031073446327683617
2021Q3,14,16,354,0.04519774011299435
2021Q3,15,4,354,0.011299435028248588
2021Q3,16,8,354,0.022598870056497175
2021Q3,17,4,354,0.011299435028248588
2021Q3,18,5,354,0.014124293785310734
2021Q3,19,6,354,0.01694915254237288
2021Q3,20,2,354,0.005649717514124294
2021Q3,21,10,354,0.02824858757062147
2021Q3,22,12,354,0.03389830508474576
2021Q3,23,8,354,0.022598870056497175
2021Q3,24,8,354,0.022598870056497175
2021Q3,25,8,354,0.022598870056497175
2021Q3,26,4,354,0.011299435028248588
2021Q3,27,13,354,0.03672316384180791
2021Q3,28,7,354,0.01977401129943503
2021Q3,29,4,354,0.011299435028248588
2021Q3,30,6,354,0.01694915254237288
2021Q3,31,3,354,0.00847457627118644
2021Q3,32,6,354,0.01694915254237288
2021Q3,33,2,354,0.005649717514124294
2021Q3,34,13,354,0.03672316384180791
2021Q3,35,4,354,0.011299435028248588
2021Q3,36,4,354,0.011299435028248588
2021Q3,37,6,354,0.01694915254237288
2021Q3,38,5,354,0.014124293785310734
2021Q3,39,3,354,0.00847457627118644
2021Q3,40,3,354,0.00847457627118644
2021Q3,42,3,354,0.00847457627118644
2021Q3,43,5,354,0.014124293785310734
2021Q3,44,4,354,0.011299435028248588
2021Q3,45,1,354,0.002824858757062147
2021Q4,0,8,268,0.029850746268656716
2021Q4,1,15,268,0.055970149253731345
2021Q4,2,15,268,0.055970149253731345
2021Q4,3,18,268,0.06716417910447761
2021Q4,4,8,268,0.029850746268656716
2021Q4,5,13,268,0.048507462686567165
2021Q4,6,2,268,0.007462686567164179
2021Q4,7,13,268,0.048507462686567165
2021Q4,8,14,268,0.05223880597014925
2021Q4,9,13,268,0.048507462686567165
2021Q4,10,6,268,0.022388059701492536
2021Q4,11,2,268,0.007462686567164179
2021Q4,12,12,268,0.04477611940298507
2021Q4,13,9,268,0.033582089552238806
2021Q4,14,6,268,0.022388059701492536
