quarter,topic,count,total,share
2013Q4,9,12,388,0.030927835051546393
2013Q4,10,9,388,0.023195876288659795
2013Q4,11,4,388,0.010309278350515464
2013Q4,12,8,388,0.020618556701030927
2013Q4,13,9,388,0.023195876288659795
2013Q4,14,21,388,0.05412371134020619
2013Q4,15,16,388,0.041237113402061855
2013Q4,16,15,388,0.03865979381443299
2013Q4,17,17,388,0.04381443298969072
2013Q4,18,6,388,0.015463917525773196
2013Q4,19,4,388,0.010309278350515464
2013Q4,20,12,388,0.030927835051546393
2013Q4,21,5,388,0.01288659793814433
2013Q4,22,9,388,0.023195876288659795
2013Q4,23,6,388,0.015463917525773196
2013Q4,24,5,388,0.01288659793814433
2013Q4,25,5,388,0.01288659793814433
2013Q4,26,4,388,0.010309278350515464
2013Q4,27,8,388,0.020618556701030927
2013Q4,28,2,388,0.005154639175257732
2013Q4,29,6,388,0.015463917525773196
2013Q4,30,4,388,0.010309278350515464
2013Q4,31,3,388,0.007731958762886598
2013Q4,32,12,388,0.030927835051546393
2013Q4,33,1,388,0.002577319587628866
2013Q4,34,5,388,0.01288659793814433
2013Q4,36,2,388,0.005154639175257732
2013Q4,37,10,388,0.02577319587628866
2013Q4,38,1,388,0.002577319587628866
2013Q4,39,9,388,0.023195876288659795
2013Q4,40,3,388,0.007731958762886598
2013Q4,41,9,388,0.023195876288659795
2013Q4,42,5,388,0.01288659793814433
2013Q4,43,5,388,0.01288659793814433
2013Q4,44,5,388,0.01288659793814433
2013Q4,45,2,388,0.005154639175257732
2013Q4,46,2,388,0.005154639175257732
2013Q4,47,7,388,0.01804123711340206
2013Q4,48,5,388,0.01288659793814433
2013Q4,49,5,388,0.01288659793814433
2013Q4,50,2,388,0.005154639175257732
2013Q4,51,1,388,0.002577319587628866
2013Q4,52,6,388,0.015463917525773196
2014Q1,0,25,379,0.06596306068601583
2014Q1,1,11,379,0.029023746701846966
2014Q1,2,8,379,0.021108179419525065
2014Q1,3,14,379,0.036939313984168866
2014Q1,4,12,379,0.0316622691292876
2014Q1,5,6,379,0.0158311345646438
2014Q1,6,8,379,0.021108179419525065
2014Q1,7,13,379,0.03430079155672823
2014Q1,8,12,379,0.0316622691292876
2014Q1,9,20,379,0.052770448548812667
2014Q1,10,8,379,0.021108179419525065
2014Q1,11,3,379,0.0079155672823219
2014Q1,12,19,379,0.05013192612137203
2014Q1,13,14,379,0.036939313984168866
2014Q1,14,13,379,0.03430079155672823
2014Q1,15,9,379,0.023746701846965697
2014Q1,16,12,379,0.0316622691292876
2014Q1,17,7,379,0.018469656992084433
2014Q1,18,8,379,0.021108179419525065
2014Q1,19,7,379,0.018469656992084433
2014Q1,20,3,379,0.0079155672823219
2014Q1,21,2,379,0.005277044854881266
2014Q1,22,4,379,0.010554089709762533
2014Q1,23,5,379,0.013192612137203167
2014Q1,24,6,379,0.0158311345646438
2014Q1,25,6,379,0.0158311345646438
2014Q1,26,3,379,0.0079155672823219
2014Q1,27,10,379,0.026385224274406333
2014Q1,28,10,379,0.026385224274406333
2014Q1,29,2,379,0.005277044854881266
2014Q1,30,2,379,0.005277044854881266
2014Q1,31,10,379,0.026385224274406333
2014Q1,32,11,379,0.029023746701846966
2014Q1,33,2,379,0.005277044854881266
2014Q1,34,1,379,0.002638522427440633
2014Q1,35,2,379,0.005277044854881266
2014Q1,36,2,379,0.005277044854881266
2014Q1,37,4,379,0.010554089709762533
2014Q1,38,2,379,0.005277044854881266
2014Q1,39,10,379,0.026385224274406333
2014Q1,40,1,379,0.002638522427440633
2014Q1,41,6,379,0.0158311345646438
2014Q1,42,2,379,0.005277044854881266
2014Q1,43,6,379,0.0158311345646438
2014Q1,44,2,379,0.005277044854881266
2014Q1,45,4,379,0.010554089709762533
2014Q1,46,1,379,0.002638522427440633
2014Q1,47,2,379,0.005277044854881266
2014Q1,48,12,379,0.0316622691292876
2014Q1,49,3,379,0.0079155672823219
2014Q1,50,4,379,0.010554089709762533
2014Q1,51,5,379,0.013192612137203167
2014Q1,52,5,379,0.013192612137203167
2014Q2,0,17,406,0.04187192118226601
2014Q2,1,15,406,0.03694581280788178
2014Q2,2,11,406,0.027093596059113302
2014Q2,3,34,406,0.08374384236453201
2014Q2,4,15,406,0.03694581280788178
2014Q2,5,5,406,0.012315270935960592
2014Q2,6,10,406,0.024630541871921183
2014Q2,7,17,406,0.04187192118226601
2014Q2,8,12,406,0.029556650246305417
2014Q2,9,14,406,0.034482758620689655
2014Q2,10,9,406,0.022167487684729065
2014Q2,11,3,406,0.007389162561576354
2014Q2,12,29,406,0.07142857142857142
2014Q2,13,6,406,0.014778325123152709
2014Q2,14,12,406,0.029556650246305417
2014Q2,15,12,406,0.029556650246305417
2014Q2,16,9,406,0.022167487684729065
2014Q2,17,12,406,0.029556650246305417
2014Q2,18,6,406,0.014778325123152709
2014Q2,19,5,406,0.012315270935960592
2014Q2,20,9,406,0.022167487684729065
2014Q2,21,10,406,0.024630541871921183
2014Q2,22,2,406,0.0049261083743842365
2014Q2,23,11,406,0.027093596059113302
2014Q2,24,4,406,0.009852216748768473
2014Q2,25,6,406,0.014778325123152709
2014Q2,26,6,406,0.014778325123152709
2014Q2,27,5,406,0.012315270935960592
2014Q2,28,3,406,0.007389162561576354
2014Q2,29,5,406,0.012315270935960592
2014Q2,30,5,406,0.012315270935960592
2014Q2,31,1,406,0.0024630541871921183
2014Q2,32,4,406,0.009852216748768473
2014Q2,33,4,406,0.009852216748768473
2014Q2,35,4,406,0.009852216748768473
2014Q2,36,2,406,0.0049261083743842365
2014Q2,37,9,406,0.022167487684729065
2014Q2,38,7,406,0.017241379310344827
2014Q2,39,3,406,0.007389162561576354
2014Q2,41,8,406,0.019704433497536946
2014Q2,42,6,406,0.014778325123152709
2014Q2,44,3,406,0.007389162561576354
2014Q2,45,8,406,0.019704433497536946
2014Q2,46,3,406,0.007389162561576354
2014Q2,47,5,406,0.012315270935960592
2014Q2,49,2,406,0.0049261083743842365
2014Q2,50,3,406,0.007389162561576354
2014Q2,51,3,406,0.007389162561576354
2014Q2,52,12,406,0.029556650246305417
2014Q3,0,16,361,0.0443213296398892
2014Q3,1,14,361,0.038781163434903045
2014Q3,2,7,361,0.019390581717451522
2014Q3,3,14,361,0.038781163434903045
2014Q3,4,21,361,0.05817174515235457
2014Q3,5,5,361,0.013850415512465374
2014Q3,6,11,361,0.030470914127423823
2014Q3,7,10,361,0.027700831024930747
2014Q3,8,25,361,0.06925207756232687
