quarter,volume,n_sample,n_lc,mean_len,mean_mtld,mean_ttr,mean_yule_k,mean_yule_i,mean_hdd,mean_mattr,mean_pairwise_cosine,lc_mtld,lc_ttr,lc_yule_k,lc_yule_i,lc_hdd,lc_mattr,lc_pairwise_cosine
2023Q3,2373,1000,650,178.919,69.42271369863413,0.6163658374263349,147.28215951055586,81.24710952221028,0.8040187169994818,0.7736712362252725,0.024809320457980788,69.30387436280265,0.6574461538461538,150.7076923076923,78.09226844016895,0.7973950572030434,0.7652518853695325,0.021057472047539712
2023Q4,2653,1000,647,191.561,72.02206942155557,0.616581580548322,138.86114853061363,84.03622704294499,0.8097958098503256,0.7782867416721083,0.025213727162596265,71.25868331550465,0.662210200927357,143.3755795981453,81.01108199512461,0.8019491874990323,0.7701154650422766,0.0208380998922092
2024Q1,2489,1000,665,198.058,71.20202154989087,0.610034975015992,139.3184653062736,86.40300805960169,0.8098996658210651,0.7769904095514837,0.027102335160552455,72.64113221339402,0.6640902255639097,141.31428571428572,82.93169770051956,0.8042185578205081,0.7723703376087275,0.021646940179802385
2024Q2,2246,1000,687,205.56,70.40059672167753,0.6003687118957255,143.50561255359375,83.0458572273306,0.8062491012092793,0.7752027806111417,0.026462929796544084,71.11600856481073,0.6629548762736536,146.0349344978166,79.69017622560152,0.8014608116064179,0.7702052116334163,0.021062195197016232
2024Q3,1827,1000,711,212.648,71.14798379473368,0.59478018980335,141.36385108369862,82.36981582543815,0.8088965592583361,0.7752740613321414,0.027761915973032274,71.77091496889214,0.6631645569620253,144.31504922644163,80.39366654380017,0.8021978330050668,0.769590469099032,0.02204214168379572
2024Q4,1654,1000,713,213.416,70.22592293223116,0.5961126164342406,141.08210584782435,83.07374179635077,0.808578944601108,0.7740268331589502,0.027671693717500858,71.32081944104574,0.6624544179523142,144.37868162692848,80.8851918456822,0.8018272007240336,0.7693595137914913,0.021230632224634182
2025Q1,1513,1000,759,222.668,72.43804285560485,0.5887396118994039,139.30692791425724,85.32911383282956,0.8107314510159954,0.7782024133373313,0.02895052201176584,72.60461405714578,0.6658102766798419,144.52173913043478,81.55857464301009,0.8035796689504023,0.7716536206050273,0.022027192693667607
2025Q2,1054,1000,734,234.999,73.52539858289055,0.5934681754137892,135.3072445219177,85.28568049248209,0.8153321825247937,0.7824707808848843,0.028323421349240662,74.57344250660209,0.6713760217983651,138.23705722070844,84.1209760510382,0.8086404797956095,0.7782021691510392,0.02111389130581262
2025Q3,890,890,697,257.3674157303371,75.38946210946628,0.579038547445708,131.48618968826824,86.9142458748834,0.8181625587414091,0.7828485987765669,0.030820417348481143,75.92242907868557,0.6760545193687232,135.56671449067431,85.60180651638974,0.8113235731983883,0.7802171772582777,0.021303260836818702
2025Q4,756,756,566,245.38227513227514,75.25844980497848,0.5895119107475679,131.78238401381952,89.41065232910762,0.8166909570680196,0.7831475302207045,0.030598071564049787,75.49495241624288,0.6731978798586573,135.17667844522967,86.33476953712636,0.809946867686518,0.7777648444536825,0.022357701563479965
2026Q1,656,656,505,250.0106707317073,78.00837252800865,0.5905186213536784,128.74174727644777,89.6770073254413,0.8210023141708818,0.7876758563486038,0.02941339806683533,77.12315528422445,0.6766138613861385,137.40594059405942,86.06874516843993,0.811085735009487,0.7806460881382257,0.020711909178509926
